Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S206283802,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-23,10:55:00,eBird - Traveling Count,37,1,1.04,NA,1,NA,NA,NA,NA
S206486463,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-25,10:21:00,eBird - Traveling Count,49,1,1.55,NA,1,NA,NA,NA,NA
S206616265,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-26,13:23:00,eBird - Traveling Count,52,1,1.55,NA,1,NA,NA,NA,NA
S206724678,Eurasian Blue Tit,Cyanistes caeruleus,21890,11,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-27,11:15:00,eBird - Traveling Count,37,1,0.98,NA,1,NA,NA,NA,NA
S206865146,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-28,12:01:00,eBird - Traveling Count,32,1,1.33,NA,1,NA,NA,NA,NA
S207184689,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-30,14:04:00,eBird - Traveling Count,39,1,1.36,NA,1,NA,NA,NA,NA
S158324325,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27425323,Old Course Hotel Bus Stop,56.3417382,-2.8110546,2024-01-07,09:20:00,eBird - Traveling Count,2,1,0.13,NA,1,NA,NA,NA,NA
S173239827,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27425323,Old Course Hotel Bus Stop,56.3417382,-2.8110546,2024-05-10,17:30:00,eBird - Stationary Count,22,1,NA,NA,1,NA,NA,NA,NA
S185108069,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27425323,Old Course Hotel Bus Stop,56.3417382,-2.8110546,2024-07-03,16:14:00,eBird - Stationary Count,9,1,NA,NA,1,NA,NA,NA,NA
S157683995,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-01,12:13:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S157826689,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-02,10:45:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S157920433,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-03,08:57:00,eBird - Stationary Count,6,1,NA,NA,1,NA,NA,NA,NA
S158007601,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-04,08:59:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,613166928
S158422571,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-08,09:00:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S158685244,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-12,09:01:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S159040640,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-16,09:03:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,613594970 613594971
S159597072,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-01-23,09:01:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S162466438,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-02-21,17:11:00,eBird - Stationary Count,3,0,NA,NA,1,NA,NA,Quiet day...,NA
S163238801,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-02-29,08:25:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S163664185,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-03-04,11:22:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S170901844,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-04-29,09:45:00,eBird - Traveling Count,5,1,0.18,NA,1,NA,NA,NA,NA
S172600790,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-05-07,14:55:00,eBird - Traveling Count,6,1,0.2,NA,1,NA,NA,NA,NA
S174177034,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-05-13,09:06:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S174916679,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-05-16,19:31:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S176097476,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-05-21,09:41:00,eBird - Stationary Count,12,1,NA,NA,1,NA,NA,NA,NA
S176560974,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-05-23,17:09:00,eBird - Traveling Count,5,1,0.1,NA,1,NA,NA,NA,NA
S180629105,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-06-10,19:25:00,eBird - Traveling Count,3,1,0.09,NA,1,NA,NA,NA,NA
S180797567,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-06-11,16:27:00,eBird - Traveling Count,7,1,0.09,NA,1,NA,NA,NA,621023786
S185289584,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-07-04,17:15:00,eBird - Traveling Count,5,1,0.16,NA,1,NA,NA,NA,NA
S191260534,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-08-13,06:08:00,eBird - Stationary Count,16,1,NA,NA,1,NA,NA,NA,NA
S197039141,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-09-30,16:59:00,eBird - Traveling Count,4,1,0.19,NA,1,NA,NA,NA,NA
S199993957,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-10-23,17:14:00,eBird - Traveling Count,7,1,0.17,NA,1,NA,NA,NA,NA
S203649231,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-11-26,09:29:00,eBird - Traveling Count,5,1,0.13,NA,1,NA,NA,NA,NA
S203839304,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-11-28,09:21:00,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,NA,NA
S204429601,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-12-04,08:31:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S157920542,Eurasian Blue Tit,Cyanistes caeruleus,21890,7,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-03,09:03:00,eBird - Traveling Count,5,1,0.21,NA,1,NA,NA,NA,NA
S158007739,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-04,09:04:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S158147644,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-05,16:13:00,eBird - Traveling Count,5,1,0.15,NA,1,NA,NA,NA,NA
S158617770,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-11,08:53:00,eBird - Traveling Count,5,1,0.2,NA,1,NA,NA,NA,NA
S158757516,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-13,10:06:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S159431112,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-21,11:41:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S159667226,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-24,09:01:00,eBird - Traveling Count,5,1,0.21,NA,1,NA,NA,NA,NA
S159910867,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-27,15:29:00,eBird - Traveling Count,5,1,0.23,NA,1,NA,NA,NA,NA
S160243128,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-01-31,08:57:00,eBird - Traveling Count,5,1,0.24,NA,1,NA,NA,NA,NA
S160395127,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-02,08:46:00,eBird - Traveling Count,5,1,0.18,NA,1,NA,NA,NA,NA
S160583102,Eurasian Blue Tit,Cyanistes caeruleus,21890,7,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-04,08:43:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S160840748,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-07,09:04:00,eBird - Traveling Count,5,1,0.21,NA,1,NA,NA,NA,NA
S161084322,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-10,12:58:00,eBird - Traveling Count,5,1,0.23,NA,1,NA,NA,NA,NA
S161381722,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-13,10:09:00,eBird - Traveling Count,5,1,0.2,NA,1,NA,NA,NA,NA
S162552541,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-22,16:45:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S162963652,Eurasian Blue Tit,Cyanistes caeruleus,21890,8,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-02-26,08:15:00,eBird - Traveling Count,5,1,0.23,NA,1,NA,NA,NA,NA
S163659452,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-04,08:46:00,eBird - Traveling Count,5,1,0.18,NA,1,NA,NA,NA,NA
S163951565,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-07,11:13:00,eBird - Traveling Count,5,1,0.18,NA,1,NA,NA,NA,NA
S164173340,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-09,10:18:00,eBird - Traveling Count,9,1,0.32,NA,1,NA,NA,NA,NA
S164400140,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-11,09:09:00,eBird - Traveling Count,5,1,0.2,NA,1,NA,NA,NA,NA
S164595247,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-13,09:16:00,eBird - Traveling Count,5,1,0.19,NA,1,NA,NA,NA,NA
S164764397,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-14,08:42:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S165260645,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-18,08:51:00,eBird - Traveling Count,5,1,0.19,NA,1,NA,NA,NA,NA
S165396335,Eurasian Blue Tit,Cyanistes caeruleus,21890,6,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-20,08:56:00,eBird - Traveling Count,5,1,0.2,NA,1,NA,NA,NA,NA
S166257905,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-03-28,17:43:00,eBird - Traveling Count,7,1,0.27,NA,1,NA,NA,NA,NA
S166928102,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-04-02,14:07:00,eBird - Traveling Count,5,1,0.2,NA,1,NA,NA,NA,NA
S167965900,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-04-10,09:14:00,eBird - Traveling Count,4,1,0.19,NA,1,NA,NA,NA,NA
S169581234,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-04-21,10:41:00,eBird - Traveling Count,5,1,0.23,NA,1,NA,NA,NA,NA
S181212313,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-06-13,15:51:00,eBird - Traveling Count,9,1,0.3,NA,1,NA,NA,NA,NA
S184304076,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-06-29,10:21:00,eBird - Traveling Count,8,1,0.21,NA,1,NA,NA,NA,NA
S192014846,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-08-19,08:45:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S192428415,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-08-23,08:53:00,eBird - Traveling Count,3,1,0.21,NA,1,NA,NA,NA,NA
S192674214,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-08-25,09:44:00,eBird - Traveling Count,5,1,0.21,NA,1,NA,NA,NA,NA
S193029995,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-08-28,08:20:00,eBird - Traveling Count,5,1,0.22,NA,1,NA,NA,NA,NA
S197864578,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27105530,Saint Leonard's Road,56.3372979,-2.811715,2024-10-07,08:50:00,eBird - Traveling Count,4,1,0.2,NA,1,NA,NA,NA,NA
S168379773,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28961136,Scooniehill Road,56.3286912,-2.8002198,2024-04-13,14:48:00,eBird - Traveling Count,18,1,1.04,NA,1,NA,NA,NA,NA
S173869137,Eurasian Blue Tit,Cyanistes caeruleus,21890,12,GB-SCT,Fife,L31645330,St Andrews Botanic Gardens,56.334755,-2.8070504,2024-05-12,11:38:00,eBird - Traveling Count,69,1,1.16,NA,2,NA,NA,NA,619127614 619127647
S160484848,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L27126625,St Andrews Bus Station,56.3407356,-2.8026785,2024-02-03,13:05:00,eBird - Traveling Count,10,1,0.15,NA,1,NA,NA,NA,NA
S171664778,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L27126625,St Andrews Bus Station,56.3407356,-2.8026785,2024-05-03,14:18:00,eBird - Traveling Count,6,1,0.15,NA,1,NA,NA,NA,NA
S175957796,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27126625,St Andrews Bus Station,56.3407356,-2.8026785,2024-05-20,18:28:00,eBird - Traveling Count,5,1,0.15,NA,1,NA,NA,NA,NA
S189195236,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27126625,St Andrews Bus Station,56.3407356,-2.8026785,2024-07-28,08:11:00,eBird - Traveling Count,10,1,0.14,NA,1,NA,NA,NA,NA
S192531815,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27126625,St Andrews Bus Station,56.3407356,-2.8026785,2024-08-24,07:06:00,eBird - Traveling Count,5,1,0.14,NA,1,NA,NA,NA,NA
S198467286,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L27126625,St Andrews Bus Station,56.3407356,-2.8026785,2024-10-12,14:35:00,eBird - Stationary Count,3,1,NA,NA,1,NA,NA,NA,NA
S159894072,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L28959665,St Andrews Holiday Park,56.330766,-2.7722947,2024-01-27,12:55:00,eBird - Traveling Count,5,1,0.18,NA,1,NA,NA,NA,NA
S159993111,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-01-28,09:55:00,eBird - Traveling Count,17,1,1.13,NA,1,NA,NA,NA,NA
S160000268,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-01-28,12:20:00,eBird - Traveling Count,18,1,1.59,NA,1,NA,NA,NA,NA
S165008701,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-03-16,13:32:00,eBird - Traveling Count,24,1,2.23,NA,1,NA,NA,NA,NA
S169406391,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-04-20,11:26:00,eBird - Traveling Count,13,1,0.96,NA,1,NA,NA,NA,NA
S171830169,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-05-04,09:34:00,eBird - Traveling Count,17,1,1.01,NA,1,NA,NA,NA,NA
S175524338,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-05-19,09:31:00,eBird - Traveling Count,14,1,1,NA,1,NA,NA,NA,NA
S200566815,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-10-28,08:40:00,eBird - Traveling Count,13,1,0.91,NA,1,NA,NA,NA,NA
S205321068,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-12-14,10:03:00,eBird - Traveling Count,12,1,0.98,NA,1,NA,NA,NA,NA
S157920812,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-03,09:11:00,eBird - Traveling Count,6,1,0.21,NA,1,NA,NA,NA,NA
S158430563,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-08,13:13:00,eBird - Traveling Count,7,1,0.3,NA,1,NA,NA,NA,NA
S158617978,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-11,09:04:00,eBird - Traveling Count,3,1,0.17,NA,1,NA,NA,NA,NA
S158973416,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-15,16:08:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S159115635,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-17,08:53:00,eBird - Traveling Count,8,1,0.22,NA,1,NA,NA,NA,NA
S159183243,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-18,09:53:00,eBird - Traveling Count,5,1,0.33,NA,1,NA,NA,NA,NA
S159597201,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-23,09:07:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S159735036,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-25,10:25:00,eBird - Traveling Count,5,1,0.15,NA,1,NA,NA,NA,613974218
S160170758,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-01-30,10:00:00,eBird - Traveling Count,8,1,0.18,NA,1,NA,NA,NA,NA
S160332381,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-01,14:09:00,eBird - Traveling Count,7,1,0.24,NA,1,NA,NA,NA,NA
S160692190,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-05,08:58:00,eBird - Traveling Count,8,1,0.17,NA,1,NA,NA,NA,NA
S161109924,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-10,16:21:00,eBird - Traveling Count,5,1,0.16,NA,1,NA,NA,NA,NA
S161462584,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-14,09:00:00,eBird - Traveling Count,7,1,0.19,NA,1,NA,NA,NA,NA
S161554214,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-15,13:57:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S162162822,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-19,08:54:00,eBird - Traveling Count,5,1,0.19,NA,1,NA,NA,NA,NA
S162165445,Eurasian Blue Tit,Cyanistes caeruleus,21890,5,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-19,09:40:00,eBird - Traveling Count,23,1,0.83,NA,1,NA,NA,NA,NA
S162620171,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-23,12:45:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S163099337,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-27,16:38:00,eBird - Traveling Count,5,1,0.13,NA,1,NA,NA,NA,NA
S163191676,Eurasian Blue Tit,Cyanistes caeruleus,21890,2,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-02-28,17:14:00,eBird - Traveling Count,5,1,0.13,NA,1,NA,NA,NA,NA
S163765020,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-03-05,09:18:00,eBird - Traveling Count,6,1,0.29,NA,1,NA,NA,NA,NA
S164873917,Eurasian Blue Tit,Cyanistes caeruleus,21890,3,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-03-15,09:12:00,eBird - Traveling Count,5,1,0.16,NA,1,NA,NA,NA,NA
S165446962,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-03-21,09:10:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S166158217,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-03-27,17:23:00,eBird - Traveling Count,5,1,0.11,NA,1,NA,NA,NA,NA
S167124936,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-04-04,13:28:00,eBird - Traveling Count,3,1,0.24,NA,1,NA,NA,NA,NA
S168003006,Eurasian Blue Tit,Cyanistes caeruleus,21890,1,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-04-10,15:56:00,eBird - Stationary Count,5,1,NA,NA,1,NA,NA,NA,NA
S169668493,Eurasian Blue Tit,Cyanistes caeruleus,21890,4,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-04-21,18:58:00,eBird - Traveling Count,5,1,0.32,NA,1,NA,NA,NA,NA
