Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S199408854,Pink-footed Goose,Anser brachyrhynchus,299,16,GB-SCT,Fife,L28208656,St Andrews Sports Centre,56.3391451,-2.8146773,2024-10-19,08:35:00,eBird - Traveling Count,6,1,0.37,NA,1,NA,NA,NA,NA
S202811151,Pink-footed Goose,Anser brachyrhynchus,299,X,GB-SCT,Fife,L29012813,St Mary's Quad,56.3385301,-2.7945654,2024-11-17,17:30:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S158990034,Pink-footed Goose,Anser brachyrhynchus,299,52,GB-SCT,Fife,L28491813,Strathkinness High to Strathkinness Low Roads,56.3361437,-2.8412271,2024-01-15,17:47:00,eBird - Traveling Count,58,1,1.84,NA,1,NA,NA,Unsuccessful search for owls :(,NA
S158761216,Pink-footed Goose,Anser brachyrhynchus,299,18,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-01-13,11:28:00,eBird - Traveling Count,30,1,1.38,NA,1,NA,NA,NA,NA
S196700205,Pink-footed Goose,Anser brachyrhynchus,299,40,GB-SCT,Fife,L27981609,Swilken Burn to Balgove Bay,56.3454399,-2.834366,2024-09-28,09:34:00,eBird - Traveling Count,22,1,1.31,NA,1,NA,NA,NA,NA
S160587545,Pink-footed Goose,Anser brachyrhynchus,299,59,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-02-04,09:45:00,eBird - Traveling Count,9,1,0.71,NA,1,NA,NA,NA,NA
S196594996,Pink-footed Goose,Anser brachyrhynchus,299,43,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-09-27,07:42:00,eBird - Stationary Count,53,1,NA,NA,2,NA,NA,NA,NA
S204593278,Pink-footed Goose,Anser brachyrhynchus,299,130,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-12-06,10:36:00,eBird - Traveling Count,33,1,0.98,NA,10,NA,NA,NA,NA
S161637659,Pink-footed Goose,Anser brachyrhynchus,299,62,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-02-16,12:10:00,eBird - Traveling Count,5,1,0.14,NA,1,NA,NA,NA,NA
S165315627,Pink-footed Goose,Anser brachyrhynchus,299,30,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-03-18,19:13:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,NA,NA,NA
S200668289,Pink-footed Goose,Anser brachyrhynchus,299,190,GB-SCT,Fife,L27664151,University Hall,56.338708,-2.8113536,2024-10-29,08:46:00,eBird - Traveling Count,3,1,0.14,NA,1,NA,NA,NA,NA
S162732098,Pink-footed Goose,Anser brachyrhynchus,299,70,GB-SCT,Fife,L8146288,West Sands,56.3530434,-2.8077771,2024-02-24,13:40:00,eBird - Traveling Count,41,1,1.38,NA,1,NA,NA,NA,NA
S204675567,Brant,Branta bernicla,302,6,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-12-07,10:52:00,eBird - Traveling Count,62,1,0.42,NA,2,NA,NA,NA,NA
S161225585,Brant,Branta bernicla,302,15,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-02-11,15:34:00,eBird - Traveling Count,70,1,0.44,NA,1,NA,NA,NA,NA
S161813935,Brant,Branta bernicla,302,35,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-02-17,14:07:00,eBird - Traveling Count,62,1,0.94,NA,1,NA,Exact count. Not dramatically higher than other counts for this season here.,NA,NA
S161965120,Brant,Branta bernicla,302,30,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-02-18,10:45:00,eBird - Stationary Count,88,1,NA,NA,1,NA,Exact count. Same number of birds as yesterday.,NA,NA
S164312248,Brant,Branta bernicla,302,30,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-03-10,14:36:00,eBird - Traveling Count,33,1,0.31,NA,1,NA,NA,NA,NA
S165016177,Brant,Branta bernicla,302,27,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-03-16,13:58:00,eBird - Stationary Count,37,1,NA,NA,1,NA,NA,NA,NA
S166486017,Brant,Branta bernicla,302,44,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-03-30,14:07:00,eBird - Traveling Count,78,1,1.51,NA,1,NA,Presumably the usual 30 odd plus a few more birds joining the local flock ahead of migration. Couldn't see any dark-bellied bernicla birds.,NA,NA
S166633212,Brant,Branta bernicla,302,43,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-03-31,13:52:00,eBird - Traveling Count,81,1,0.27,NA,1,NA,Similar numbers to yesterday. 29+14.,"Low tide, mud flats pretty quiet. Heat haze and wind made for challenging viewing conditions.",NA
S168594472,Brant,Branta bernicla,302,42,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-04-14,16:26:00,eBird - Stationary Count,42,1,NA,NA,1,NA,Similar numbers to a few weeks back.,NA,NA
S169409833,Brant,Branta bernicla,302,35,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-04-20,11:42:00,eBird - Stationary Count,32,1,NA,NA,1,NA,Large wintering flock continues,NA,NA
S171836610,Brant,Branta bernicla,302,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-05-04,09:53:00,eBird - Traveling Count,63,1,0.34,NA,1,NA,NA,NA,NA
S182127205,Brant,Branta bernicla,302,2,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-06-17,19:51:00,eBird - Stationary Count,49,1,NA,NA,1,NA,Very odd - one bird at Anstruther on the weekend but these presumably two different birds again. Rather out of season!,NA,NA
S192988182,Brant,Branta bernicla,302,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-08-27,18:19:00,eBird - Traveling Count,105,1,0.25,NA,1,NA,"Appeared late in the evening (after the Phalarope excitement) in the south-east corner of the bay. Appears to be the same bird that has been seen up near Tayport in recent weeks, based off Simon's photos.",NA,NA
S196855128,Brant,Branta bernicla,302,3,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-09-29,10:43:00,eBird - Traveling Count,85,1,0.18,NA,1,NA,In the south-east corner of the estuary.,NA,NA
S197595823,Brant,Branta bernicla,302,4,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-10-05,13:24:00,eBird - Traveling Count,85,1,0.38,NA,1,NA,NA,NA,NA
S198231974,Brant,Branta bernicla,302,4,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-10-10,16:29:00,eBird - Stationary Count,66,1,NA,NA,1,NA,NA,Most higher counts estimated.,NA
S199438457,Brant,Branta bernicla,302,4,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-10-19,13:22:00,eBird - Stationary Count,49,1,NA,NA,1,NA,NA,Counts estimated.,NA
S200569141,Brant,Branta bernicla,302,4,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-10-28,08:54:00,eBird - Stationary Count,58,1,NA,NA,1,NA,NA,"Very productive, without anything too exciting.",NA
S203740391,Brant,Branta bernicla,302,11,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-11-27,09:30:00,eBird - Stationary Count,32,1,NA,NA,1,NA,NA,NA,NA
S205324954,Brant,Branta bernicla,302,20,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-12-14,10:16:00,eBird - Stationary Count,75,1,NA,NA,1,NA,NA,NA,NA
S205974802,Brant,Branta bernicla,302,10,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-12-20,11:16:00,eBird - Stationary Count,56,1,NA,NA,1,NA,NA,NA,NA
S206385653,Brant,Branta bernicla,302,15,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-12-24,11:02:00,eBird - Stationary Count,49,1,NA,NA,1,NA,NA,NA,NA
S206733236,Brant,Branta bernicla,302,25,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-12-27,12:36:00,eBird - Stationary Count,50,1,NA,NA,1,NA,NA,NA,NA
S161797985,Brant,Branta bernicla,302,17,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-02-17,12:33:00,eBird - Traveling Count,86,1,2.46,NA,1,NA,NA,NA,NA
S169260926,Brant,Branta bernicla,302,30,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-04-19,09:22:00,eBird - Traveling Count,60,1,1.33,NA,2,NA,NA,NA,NA
S169634404,Brant,Branta bernicla,302,5,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-04-21,15:05:00,eBird - Traveling Count,78,1,1.42,NA,1,NA,NA,NA,NA
S201995712,Brant,Branta bernicla,302,3,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-11-10,11:09:00,eBird - Traveling Count,90,1,1.89,NA,13,NA,NA,NA,NA
S205980055,Brant,Branta bernicla,302,1,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-12-20,12:35:00,eBird - Traveling Count,53,1,1.27,NA,1,NA,NA,NA,NA
S159998607,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-01-28,10:13:00,eBird - Traveling Count,120,1,0.08,NA,1,NA,"One bird with hrota flock early on. Darker, slaty-grey belly with only a hint of pale on the flanks. No white bars on the wings, i.e. not a juvenile / first winter hrota (several of which have been on the estuary this winter). Disappeared after about ten minutes.","Windy, overcast. Most counts are estimated.",614099121
S161965120,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-02-18,10:45:00,eBird - Stationary Count,88,1,NA,NA,1,NA,"At least one of the flock was this subspecies - dark belly, grey back. Probably same bird as I had a few weeks back.",NA,NA
S162723573,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-02-24,11:18:00,eBird - Stationary Count,112,1,NA,NA,1,NA,"Continuing bird as reported in previous weeks, associating with hrota birds.",NA,NA
S163530054,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-03-03,10:36:00,eBird - Stationary Count,51,1,NA,NA,1,NA,Continuing bird. With hrota flock.,Thick heat haze made IDing birds on the mudflats challenging. All large counts are estimated.,NA
S168594472,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-04-14,16:26:00,eBird - Stationary Count,42,1,NA,NA,1,NA,Presumably the same individual as has been hanging around the past few months.,NA,NA
S169649756,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-04-21,16:53:00,eBird - Traveling Count,39,1,0.07,NA,1,NA,Continuing bird with hrota flock.,NA,NA
S206385653,Brant (Dark-bellied),Branta bernicla bernicla,303,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-12-24,11:02:00,eBird - Stationary Count,49,1,NA,NA,1,NA,One bird associating with a couple of hrota birds.,NA,NA
S159998607,Brant (Atlantic),Branta bernicla hrota,304,30,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-01-28,10:13:00,eBird - Traveling Count,120,1,0.08,NA,1,NA,"Flock grew throughout the morning - initially just six at the start, thirty by the end.","Windy, overcast. Most counts are estimated.",NA
S162723573,Brant (Atlantic),Branta bernicla hrota,304,29,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-02-24,11:18:00,eBird - Stationary Count,112,1,NA,NA,1,NA,NA,NA,615385424
S163530054,Brant (Atlantic),Branta bernicla hrota,304,25,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-03-03,10:36:00,eBird - Stationary Count,51,1,NA,NA,1,NA,Numbers slightly down on previous weeks.,Thick heat haze made IDing birds on the mudflats challenging. All large counts are estimated.,NA
S169649756,Brant (Atlantic),Branta bernicla hrota,304,25,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-04-21,16:53:00,eBird - Traveling Count,39,1,0.07,NA,1,NA,NA,NA,NA
S196555447,Barnacle Goose,Branta leucopsis,310,15,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-09-26,16:48:00,eBird - Stationary Count,50,1,NA,NA,2,NA,"In one tight flock, flying north over the aquarium rocks early on.",NA,NA
S197110964,Barnacle Goose,Branta leucopsis,310,132,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-10-01,09:53:00,eBird - Traveling Count,65,1,0.15,NA,1,NA,"16 + 116, all south.",NA,NA
S197977191,Barnacle Goose,Branta leucopsis,310,7,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-10-08,09:01:00,eBird - Stationary Count,60,1,NA,NA,1,NA,NA,NA,NA
S200203853,Barnacle Goose,Branta leucopsis,310,59,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-10-25,16:17:00,eBird - Traveling Count,60,1,0.26,NA,1,NA,"Flying south along the coast around 5pm, noisily calling as they went. Rather late for passage birds?",NA,NA
S175534249,Barnacle Goose,Branta leucopsis,310,2,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-05-19,09:48:00,eBird - Traveling Count,73,1,1.09,NA,1,NA,"Surprise find today - two birds on the north bank of the estuary. Probably late migrants on their way north, but perhaps local birds from the feral population down south.",NA,NA
S196855128,Barnacle Goose,Branta leucopsis,310,2,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-09-29,10:43:00,eBird - Traveling Count,85,1,0.18,NA,1,NA,On the north side of the estuary briefly.,NA,NA
S200569141,Barnacle Goose,Branta leucopsis,310,15,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-10-28,08:54:00,eBird - Stationary Count,58,1,NA,NA,1,NA,Flew low across the estuary. Still some passage through east Fife it seems?,"Very productive, without anything too exciting.",NA
S201995712,Barnacle Goose,Branta leucopsis,310,27,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-11-10,11:09:00,eBird - Traveling Count,90,1,1.89,NA,13,NA,NA,NA,NA
S197155941,Barnacle Goose,Branta leucopsis,310,22,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-10-01,17:22:00,eBird - Stationary Count,46,1,NA,NA,2,NA,NA,NA,NA
S191266128,Canada Goose,Branta canadensis,330,56,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-08-13,06:40:00,eBird - Traveling Count,90,1,0.11,NA,1,NA,"A flock of 36 south early on, right overhead, then a smaller flock of 20 birds flying north over the water half an hour later. Perhaps the first flock came from the Eden Estuary?",NA,NA
S192480095,Canada Goose,Branta canadensis,330,7,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-08-23,17:50:00,eBird - Traveling Count,42,1,0.45,NA,1,NA,NA,NA,NA
S201454703,Canada Goose,Branta canadensis,330,11,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-11-05,08:10:00,eBird - Stationary Count,79,1,NA,NA,2,NA,"South, low over the water.","Trying to re-find Iceland Gull. With Tom Beckett. Overcast, drizzle came through around 9:15.",NA
S191455225,Canada Goose,Branta canadensis,330,12,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-08-14,19:01:00,eBird - Stationary Count,81,1,NA,NA,1,NA,Flew in to roost on the far bank around 8:10pm.,"Neap tide, birds a long way out for the most part. Notably very few small shorebirds.",NA
S191745262,Canada Goose,Branta canadensis,330,3,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-08-17,10:31:00,eBird - Traveling Count,106,1,0.39,NA,1,NA,NA,NA,NA
S192876705,Canada Goose,Branta canadensis,330,38,GB-SCT,Fife,L28664951,Kennedy Gardens,56.3388208,-2.8083922,2024-08-26,19:01:00,eBird - Traveling Count,7,1,0.47,NA,1,NA,NA,NA,NA
S191798102,Canada Goose,Branta canadensis,330,20,GB-SCT,Fife,L1626564,Lade Braes,56.3332961,-2.8126477,2024-08-17,17:08:00,eBird - Traveling Count,46,1,2.59,NA,1,F Flyover,NA,NA,NA
S179593467,Canada Goose,Branta canadensis,330,18,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-06-05,19:02:00,eBird - Traveling Count,46,1,1.3,NA,1,NA,"Flock of 15 flying SSE over the pond as I first arrived, 3 more in the same direction about ten minutes later.",NA,NA
S198189447,Canada Goose,Branta canadensis,330,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-10-10,08:38:00,eBird - Traveling Count,76,1,1.82,NA,1,NA,One flying south along the main road - an unusual sight here.,"Fantastic morning of birding. Several scarce local birds, and lots of visible migration activity too.",NA
S191260534,Canada Goose,Branta canadensis,330,30,GB-SCT,Fife,L27113018,Saint Leonard's Cottage,56.3379004,-2.8129325,2024-08-13,06:08:00,eBird - Stationary Count,16,1,NA,NA,1,F Flyover,Flyover flock,NA,624211471
S192976533,Canada Goose,Branta canadensis,330,6,GB-SCT,Fife,L4828301,St Andrews Links,56.3495844,-2.8087478,2024-08-27,18:03:00,eBird - Traveling Count,14,1,0.95,NA,1,NA,NA,NA,NA
S192124982,Canada Goose,Branta canadensis,330,18,GB-SCT,Fife,L7558618,St Andrews Observatory,56.3366136,-2.8163302,2024-08-20,09:39:00,eBird - Casual Observation,NA,0,NA,NA,1,NA,"Small flock flew over from NW-SE, calling.",NA,NA
S192680096,Canada Goose,Branta canadensis,330,14,GB-SCT,Fife,L2719728,The Scores,56.342615,-2.7901711,2024-08-25,10:33:00,eBird - Traveling Count,63,1,0.35,NA,1,NA,NA,NA,NA
S201982876,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27145796,Aquarium Viewpoint,56.3439965,-2.8011231,2024-11-10,09:22:00,eBird - Traveling Count,56,1,0.27,NA,13,NA,NA,NA,NA
S158767779,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27804733,Balgove Bay (East),56.3540026,-2.8317363,2024-01-13,12:10:00,eBird - Stationary Count,99,1,NA,NA,1,NA,"A first-winter bird flew in and sat on the mudflats for about half an hour. Not a bird I see regularly around St Andrews, and a first record on the Eden Estuary for me personally.",NA,613456735
S170778293,Mute Swan,Cygnus olor,365,3,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-04-28,16:37:00,eBird - Traveling Count,91,1,1.68,NA,8,F Flyover,"An unexpected surprise - three adults did a couple of laps of the pond, seemingly looking to land before deciding against it and moving on (headed out towards West Sands). Softly calling as they flew overhead. New for me at the pond; a decent number have been hanging around Guardbridge in recent weeks so quite possibly some of that flock.",BirdSoc April Walk. Full lap of the pond and Madras field. New personal best species richness!,618140588 618140601
S177664010,Mute Swan,Cygnus olor,365,2,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-05-27,21:22:00,eBird - Traveling Count,32,1,1.1,NA,1,NA,Two birds on the pond - a nice evening surprise!,NA,NA
S200478452,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-10-27,14:18:00,eBird - Traveling Count,63,1,1.9,NA,1,NA,"Quite surprising to see this bird fly over the pond, do a lap and continue on. Seemed to be a young bird, so perhaps lost and looking for others?",NA,NA
S203960405,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-11-29,14:40:00,eBird - Traveling Count,60,1,2.1,NA,1,NA,"Highlight of the afternoon, an immature bird which flew into the pond a little while after I arrived and seemed content enough to stay for the rest of the afternoon.",Finally some major work happening on the Madras field.,626863733
S204157953,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-01,11:33:00,eBird - Traveling Count,37,1,1.28,NA,1,NA,Young bird still on the pond.,NA,NA
S204799357,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-08,10:38:00,eBird - Traveling Count,45,1,1.58,NA,1,NA,Immature bird still on the pond.,NA,NA
S204904522,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-09,09:20:00,eBird - Traveling Count,41,1,1.54,NA,1,NA,NA,NA,NA
S205223359,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-13,09:52:00,eBird - Traveling Count,47,1,1.63,NA,1,NA,NA,Pond mostly frozen with a small patch of open water in the middle.,NA
S205475960,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-15,14:06:00,eBird - Traveling Count,43,1,1.22,NA,1,NA,NA,"Very windy, thus very quiet",NA
S205883111,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-19,09:15:00,eBird - Traveling Count,45,1,1.58,NA,1,NA,NA,NA,NA
S205971032,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-20,09:51:00,eBird - Traveling Count,56,1,1.22,NA,1,NA,NA,NA,NA
S206171679,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-22,10:37:00,eBird - Traveling Count,57,1,1.88,NA,1,NA,NA,"Windy, cold, slow going.",NA
S206283802,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-23,10:55:00,eBird - Traveling Count,37,1,1.04,NA,1,NA,NA,NA,NA
S206486463,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-25,10:21:00,eBird - Traveling Count,49,1,1.55,NA,1,NA,NA,NA,NA
S206616265,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-26,13:23:00,eBird - Traveling Count,52,1,1.55,NA,1,NA,NA,NA,NA
S206724678,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-27,11:15:00,eBird - Traveling Count,37,1,0.98,NA,1,NA,NA,NA,NA
S206865146,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-28,12:01:00,eBird - Traveling Count,32,1,1.33,NA,1,NA,NA,NA,NA
S207184689,Mute Swan,Cygnus olor,365,1,GB-SCT,Fife,L27146173,North Haugh Pond,56.3421702,-2.8172207,2024-12-30,14:04:00,eBird - Traveling Count,39,1,1.36,NA,1,NA,NA,NA,NA
S169634404,Mute Swan,Cygnus olor,365,7,GB-SCT,Fife,L8016493,Out Head,56.366517,-2.8198006,2024-04-21,15:05:00,eBird - Traveling Count,78,1,1.42,NA,1,NA,Down at Guardbridge,NA,NA
